designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
"Gaia DR3 6083701435436808704",6083701435436808704,201.66659454636903,-47.49309361020803,-0.4299487962302511,-3.369750691224035,-7.8142400633750455,5.601873,15.963061,1.0329123,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701435436832256",6083701435436832256,201.67193362631917,-47.493193252283234,0.36416818277233537,-3.37494847328501,-6.727117092969101,2.2040222,16.055378,0.6973963,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701435436854400",6083701435436854400,201.67036025685357,-47.48531726261008,,,,,16.163774,1.0027695,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701744647440000",6083701744647440000,201.682534545369,-47.4933397237659,,,,,15.576764,1.0136223,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779000969856",6083701779000969856,201.70347749997936,-47.48875599823245,,,,,15.614126,1.1287556,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779000971136",6083701779000971136,201.69985978088806,-47.48542450827375,,,,,15.703561,1.0184488,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779001056000",6083701779001056000,201.7125431319995,-47.481802882830124,,,,,16.57548,0.96986866,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779002491904",6083701779002491904,201.71408113255558,-47.47945591126614,,,,,16.604855,1.0734606,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779002501504",6083701779002501504,201.7132803164247,-47.47628513853281,,,,,13.097452,1.2738104,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779002503040",6083701779002503040,201.71246536520786,-47.474602867876726,,,,,15.793932,1.1073141,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779002504064",6083701779002504064,201.7137866143047,-47.47599932410652,,,,,14.605127,1.3451033,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779002504192",6083701779002504192,201.71344350566218,-47.47577513526523,,,,,16.671991,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779002509184",6083701779002509184,201.710252049538,-47.47202802089201,,,,,16.295774,0.76395607,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779002511872",6083701779002511872,201.7139820257897,-47.474164952225856,,,,,15.428601,1.1174278,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701637258882816",6083701637258882816,201.66366437476637,-47.469631389600494,-0.24160473706116073,-3.1226426403557817,-6.319350715397098,8.468444,14.045417,1.1653423,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701637263558016",6083701637263558016,201.6602986104084,-47.48228927642012,0.02462230626552562,-3.1590858718952837,-6.492192560162416,1.1782197,13.1638975,1.3142576,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701637263558912",6083701637263558912,201.66079612931435,-47.47841214659505,,,,,14.049621,1.1859035,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701637263559424",6083701637263559424,201.66127836900085,-47.485944054923785,,,,,14.979414,1.0602942,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701637263559936",6083701637263559936,201.66175962042658,-47.47842260821714,,,,,13.576662,1.2189236,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701637263560704",6083701637263560704,201.66203354334965,-47.48395539959474,0.15469637296917071,-3.3212648498425787,-6.80798613692555,1.0036901,11.67022,1.628108,244.31557,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701637263561472",6083701637263561472,201.6625435920176,-47.474066025776864,0.35058027959568056,-2.6918420818046593,-6.2597992957001605,1.5927439,13.78,1.1919556,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701637263564672",6083701637263564672,201.66569743576073,-47.46974521469762,0.9527134900999503,-2.9860843054719606,-5.4093192630437645,2.6542282,15.3274555,1.0262165,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701637263565056",6083701637263565056,201.6662290420189,-47.47535873855108,0.17489710786019053,-2.4281973145976705,-6.940801241539189,1.3044816,12.805082,1.3010817,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701637263566336",6083701637263566336,201.66712039706096,-47.47372510339065,,,,,14.040927,0.9786968,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641595329152",6083701641595329152,201.6669809811704,-47.47308045498663,,,,,16.974249,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701637263566464",6083701637263566464,201.667129152172,-47.48097279931198,0.1882265980396296,-4.019045767628322,-6.637860323306272,1.1991982,12.181494,1.4450626,249.22734,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,4267.4873,0.598,-1.0563,9313.877,7.0E-4,5.0E-4,3.0E-4
"Gaia DR3 6083701637263566720",6083701637263566720,201.6672841217574,-47.48316486195175,1.573341874155254,-4.387152048308465,-6.197409614345928,2.0614328,15.536054,0.8854952,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701641561856384",6083701641561856384,201.66068808119326,-47.48485368851033,,,,,15.291803,1.0750351,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641561869568",6083701641561869568,201.66055464729888,-47.481837311587775,-0.7127817837619292,-3.199047551036183,-6.94759602615126,3.0794768,14.979906,1.324791,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701641561871232",6083701641561871232,201.66274527773345,-47.484129916605916,,,,,14.213681,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641561871616",6083701641561871616,201.66142047703192,-47.48282566081834,,,,,15.322578,1.0843248,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641561876864",6083701641561876864,201.6593412647216,-47.47924801313783,,,,,16.750946,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641561881216",6083701641561881216,201.66446051872583,-47.483928399284174,,,,,14.823803,0.58294296,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641561885568",6083701641561885568,201.6636823090417,-47.48111802425055,,,,,15.806899,1.0293169,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641561887360",6083701641561887360,201.66397376974547,-47.48208357584903,,,,,16.395348,0.89970875,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641561887616",6083701641561887616,201.664586626202,-47.482097362078,,,,,15.204054,0.64069176,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641561893504",6083701641561893504,201.66622819747394,-47.48232474791762,,,,,15.631943,1.110364,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641561896576",6083701641561896576,201.66700488538638,-47.48257526301487,0.16704051650808055,-3.5130969104301153,-7.796214436686089,1.476954,14.749008,1.1007376,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701641561903488",6083701641561903488,201.66077738918315,-47.47590822576101,,,,,16.028149,1.0302134,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641561903616",6083701641561903616,201.66144494298996,-47.4760833206607,-2.2364165765449027,-2.0289668809322805,-7.906945573541073,4.7619987,16.281532,1.0032578,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701641561904128",6083701641561904128,201.66359399827155,-47.47770193588819,,,,,16.570744,0.96066666,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641561904256",6083701641561904256,201.6628399114236,-47.47704318435326,2.1688290675618807,-1.4241546632933448,-8.409413006817443,2.3321342,16.441225,1.1156826,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701641561904384",6083701641561904384,201.66417006660296,-47.477858786288856,,,,,16.713167,0.7592726,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641561904640",6083701641561904640,201.6624784989149,-47.477326737226534,,,,,15.856004,1.0223818,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641561904768",6083701641561904768,201.66221349832128,-47.47719853422279,,,,,16.30408,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641561915904",6083701641561915904,201.665131023695,-47.47674507777134,0.21112875654192267,-3.5795498764805247,-6.305837260114003,1.3032944,12.621765,1.3406525,209.44002,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,33048.82,4.0411,0.005,4345.5435,3.7162,3.3254,1.8396
"Gaia DR3 6083701641561917568",6083701641561917568,201.66711116264347,-47.477481807064095,,,,,16.52556,1.0196161,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641561919872",6083701641561919872,201.66287084653058,-47.473785420396794,,,,,16.787495,1.2625294,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641561920000",6083701641561920000,201.66339266952363,-47.474209801656336,,,,,16.043192,1.0690775,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641561921664",6083701641561921664,201.66980577142505,-47.478641970794996,,,,,16.538925,1.0180836,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641561921792",6083701641561921792,201.66967342503358,-47.47941272537752,2.55036128949458,-0.8272433659914478,-5.9471147982501265,4.9716625,15.823342,1.021225,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701641561922304",6083701641561922304,201.66894770062626,-47.47862205100079,,,,,15.775586,1.1227379,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641561924096",6083701641561924096,201.66706277003533,-47.47680482015109,,,,,15.547228,1.0967264,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641561924608",6083701641561924608,201.66577817546835,-47.47615874778087,,,,,16.773252,0.8210144,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641561924864",6083701641561924864,201.66636592364358,-47.476172669953485,,,,,13.140018,1.3149366,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641561926528",6083701641561926528,201.6709279023697,-47.47953715503895,-0.700706143723874,-2.415590197744547,-8.74959061469015,4.4396143,14.5582905,1.1067343,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701641561927040",6083701641561927040,201.66456195631758,-47.47432185419554,-0.08010035700410395,-2.038254132352332,-8.032843404924696,2.2673666,14.627832,1.0802975,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701641561927424",6083701641561927424,201.66861710356721,-47.477321610429534,,,,,15.432375,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641561932800",6083701641561932800,201.6687422219233,-47.47518810834469,,,,,15.642369,0.9714842,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641561932928",6083701641561932928,201.66744019285062,-47.47499492390249,,,,,15.857864,1.046421,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641561937152",6083701641561937152,201.6665946520462,-47.4735624080345,,,,,16.097162,1.1185389,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641561937408",6083701641561937408,201.66367547216345,-47.47105758082416,-0.13749821531381218,-3.308130817064098,-9.521414717999463,4.6916227,16.305332,1.009592,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701641561941248",6083701641561941248,201.66355438609727,-47.47010084845812,,,,,16.217928,1.3507586,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641563358848",6083701641563358848,201.6615495799576,-47.48505467066489,,,,,16.604729,1.1065445,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641563369344",6083701641563369344,201.66210167383707,-47.48320974185966,,,,,15.728191,1.1300535,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641563379200",6083701641563379200,201.66161291511727,-47.47978069894491,0.663460365145278,-2.7300677240128666,-6.903560094876349,3.965988,13.194339,1.3513298,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701641563379968",6083701641563379968,201.66017056671646,-47.478531001568555,-0.2973205981438748,-3.5463844463913015,-6.823612159110124,3.8155377,14.11455,1.1530867,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701641563395712",6083701641563395712,201.6683852160377,-47.48028466853689,,,,,16.559177,0.97416973,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641563396096",6083701641563396096,201.6633981192498,-47.476014276249614,,,,,16.617037,1.1157074,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641563399552",6083701641563399552,201.66158886188063,-47.47379182710158,,,,,16.119907,1.0381908,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641563422208",6083701641563422208,201.66600177587242,-47.47160468380575,-0.03872142257377422,-2.9773211719407437,-6.765051769941705,1.4164432,13.258225,1.2753801,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701641565948928",6083701641565948928,201.6611096578396,-47.48215829208453,2.586339493215929,-3.6116904469612843,-4.636184298180867,2.0971367,15.2167015,1.2483873,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701641565958400",6083701641565958400,201.66299210189172,-47.48249774659727,,,,,16.706547,0.87649727,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641565958528",6083701641565958528,201.66203856572784,-47.48166776901779,,,,,16.525204,1.0200253,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641565991040",6083701641565991040,201.66634409941975,-47.48009805879645,0.74147218402571,-2.6805148641519017,-5.71172345769946,2.308295,14.608052,1.107686,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701641565991168",6083701641565991168,201.66593660790255,-47.48035603904593,,,,,15.978905,1.1913776,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641565999872",6083701641565999872,201.66486779941235,-47.47880587819457,,,,,15.48179,1.0565596,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641566000000",6083701641566000000,201.66489172077112,-47.478449792338715,,,,,14.890687,1.136445,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641566000512",6083701641566000512,201.66844793203808,-47.48135191326241,0.04462030468993806,-2.8863669232363156,-6.3712427475279645,1.2847723,14.040057,1.1932669,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701641566013056",6083701641566013056,201.66322667872717,-47.47500829016984,,,,,14.231194,1.1569805,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641566024320",6083701641566024320,201.6654547333149,-47.47540036641541,,,,,16.36559,0.7444258,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641566032384",6083701641566032384,201.6630011100342,-47.47226879977059,,,,,17.07231,0.9997387,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641566908800",6083701641566908800,201.67001592573234,-47.48003526209604,,,,,17.191702,0.9078684,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641567201408",6083701641567201408,201.66282966411538,-47.4791793089093,,,,,17.480196,0.8006916,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641567636992",6083701641567636992,201.66566944998934,-47.474814552756534,,,,,13.754358,1.3435106,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641567640832",6083701641567640832,201.66274389912263,-47.47559905908736,,,,,16.859373,1.2551241,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641567645184",6083701641567645184,201.6600023349864,-47.47771979483545,0.5638388593304795,-3.6081148747088925,-6.913496353343364,1.2750305,14.818713,0.47801304,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701641567808000",6083701641567808000,201.6665542407031,-47.47105948433874,,,,,16.46671,0.88423824,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641567808128",6083701641567808128,201.66628362073115,-47.47082094908095,,,,,16.564302,0.7159157,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641567808256",6083701641567808256,201.66713559475258,-47.47570085206017,,,,,16.361765,0.99663067,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641587542272",6083701641587542272,201.6673382220881,-47.48182433826451,,,,,15.909622,1.1043148,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641567811840",6083701641567811840,201.66284775411347,-47.48301478262146,,,,,16.31965,0.8173094,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641586534912",6083701641586534912,201.6696725263406,-47.47906878449324,,,,,16.663187,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641586535936",6083701641586535936,201.66862116107328,-47.47691897946004,0.1614087538332029,-3.473271207731548,-7.047519728919712,1.0216837,11.519687,1.7069807,249.8304,"VARIABLE",0,true,true,false,true,false,true,true,4261.9995,1.1755,-0.431,2581.7227,0.7351,0.5401,0.2839
"Gaia DR3 6083701641586536064",6083701641586536064,201.6690272363672,-47.477951936011316,-0.2012674974675741,-3.1849987271290496,-7.514547585735102,3.2642028,14.822526,0.58339787,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,6897.277,3.0557,-1.7663,9369.196,0.0014,0.0013,7.0E-4
"Gaia DR3 6083701641586537856",6083701641586537856,201.6682760378163,-47.475215854528166,,,,,15.93179,1.03302,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641586755200",6083701641586755200,201.66114663939805,-47.47986576118796,,,,,14.91541,1.615366,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641587301888",6083701641587301888,201.66286228790784,-47.4764335052566,0.868235605162401,-2.4502254336993334,-8.16178744850286,2.3745642,14.364135,0.90205765,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701641595270016",6083701641595270016,201.66374518761782,-47.48299143176188,,,,,16.42824,1.0154591,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641595275520",6083701641595275520,201.66318230881024,-47.480960464132515,,,,,16.370676,1.0305977,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641595282304",6083701641595282304,201.6657356885451,-47.481959673087154,,,,,16.730015,1.060523,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641595308672",6083701641595308672,201.6678822783014,-47.477696034604264,,,,,15.971941,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641595309056",6083701641595309056,201.66950328781635,-47.47883719283996,,,,,16.866522,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701641595319040",6083701641595319040,201.66454266457828,-47.46929352752189,,,,,15.410421,0.62856674,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701705978388736",6083701705978388736,201.66581967066074,-47.46762379374765,-0.005354949458656916,-4.092084624857864,-6.446534007070904,1.9002422,14.043159,1.1382399,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701740342528256",6083701740342528256,201.6888585083453,-47.50072465988321,-0.09900071774946234,-1.7298769429207002,-7.308546813582894,2.6466649,14.516251,1.1447554,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701740342797952",6083701740342797952,201.67964985130516,-47.49587407892117,,,,,14.911891,0.6383877,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701740342799360",6083701740342799360,201.68220956093947,-47.49428652332944,-0.14651126084218474,-4.648450217468201,-6.68830365062946,2.4447849,14.023994,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701740342799488",6083701740342799488,201.68193358584497,-47.492445482092485,,,,,12.949886,1.2107162,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701740342800640",6083701740342800640,201.68319739897413,-47.49685905378703,,,,,12.889545,1.3283119,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701740342802176",6083701740342802176,201.68445547607587,-47.49763571701602,0.40473306393079056,-4.668680637487832,-6.220800915357983,1.9436696,14.413796,1.1369371,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701740342803328",6083701740342803328,201.68578781716073,-47.496597307435955,0.07637505669196959,-3.4846602319774385,-7.5667702708194025,1.5530071,12.4522085,1.3884726,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,5221.4727,2.3406,-0.6201,3545.9155,1.0535,0.8278,0.446
"Gaia DR3 6083701740342803584",6083701740342803584,201.68651851039655,-47.498505629410786,,,,,16.976267,1.2169771,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701740342804608",6083701740342804608,201.6867211478562,-47.48816593136461,,,,,15.358748,1.0555038,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701740342807552",6083701740342807552,201.68824680173017,-47.49114924576311,,,,,13.682776,1.21982,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701740342807680",6083701740342807680,201.68888926451277,-47.488044318563155,0.14278418753041294,-3.87990999556287,-5.666843094297828,1.4410018,12.262796,1.4579344,247.38194,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5177.7793,2.338,-0.4592,3031.7192,1.1551,0.9001,0.4829
"Gaia DR3 6083701740342807808",6083701740342807808,201.68898764337195,-47.49980088309932,-1.022158970789401,-4.350104663310662,-7.691288240372119,2.408909,13.992845,1.1859732,,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,19764.25,3.4054,-1.4959,8457.956,3.1212,2.7896,1.5346
"Gaia DR3 6083701740342808192",6083701740342808192,201.68938010748863,-47.49791220732203,-0.04018904431648887,-3.6487773733663813,-7.691438775084835,2.5715249,14.157367,1.0886545,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701740342809728",6083701740342809728,201.69020244235335,-47.48763186052583,,,,,15.367979,1.1044254,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701740342812288",6083701740342812288,201.69277657761367,-47.48523724277874,,,,,14.639751,1.3598595,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701740342813312",6083701740342813312,201.69439782517455,-47.49540207512271,-0.39718596003718387,-2.18510966608339,-7.91447880541368,1.8297627,13.81228,1.2301922,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701740342813440",6083701740342813440,201.69415628716024,-47.486525008533405,0.06321298722499455,-3.3437980179512197,-7.4621244036690735,1.7778995,13.236572,1.2637863,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701740342813568",6083701740342813568,201.69413551711608,-47.48397919459843,,,,,13.829912,1.1806202,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701740342813696",6083701740342813696,201.6943538235162,-47.4874242090674,0.19279683091176228,-3.676770900569395,-5.561241232957848,2.629861,14.216154,1.1408548,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701740342816384",6083701740342816384,201.69544738842325,-47.49389065668954,,,,,14.9716835,1.0710974,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701740342816640",6083701740342816640,201.69632641271204,-47.48528940846253,0.2035742842777838,-2.0484596308004734,-5.8156945272758485,1.6158597,12.840301,1.2428904,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,5584.0977,3.0772,-1.8531,1310.2845,1.12,0.9044,0.5
"Gaia DR3 6083701740342818048",6083701740342818048,201.69750957867723,-47.48489164320873,,,,,14.250312,1.1818476,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701740342818432",6083701740342818432,201.69802558741608,-47.48728611774268,,,,,13.999647,1.0681744,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701740342822272",6083701740342822272,201.7011385062533,-47.49285220486805,,,,,13.259918,1.2741928,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701744641091072",6083701744641091072,201.6803442361558,-47.49832153731432,0.3372567898358251,-2.3543920035458568,-6.0394966117649105,3.0830002,13.941164,1.0785637,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701744641091456",6083701744641091456,201.6823938585358,-47.500067240336655,,,,,15.922091,1.0344982,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
