designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
"Gaia DR3 6083701779001101696",6083701779001101696,201.71565749589743,-47.47604669176404,,,,,16.657822,0.9535742,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779001101824",6083701779001101824,201.71584694911695,-47.47644991758753,,,,,15.628296,1.0189981,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779001102208",6083701779001102208,201.7168298593502,-47.47681060757388,,,,,13.13437,1.2736883,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779001103616",6083701779001103616,201.71419261541146,-47.47290354172015,,,,,16.266932,1.0387449,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779001103744",6083701779001103744,201.71187816910572,-47.47275325793451,1.5993019040261567,-3.2173157353244854,-5.232739836807282,8.663334,14.2542305,1.117713,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701779001104384",6083701779001104384,201.7149549922853,-47.47219335081074,,,,,15.384648,0.49865437,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779001104512",6083701779001104512,201.7142852598671,-47.47206765159517,,,,,14.7453375,0.52071476,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779001104640",6083701779001104640,201.71328180744635,-47.4716855185521,-1.9772057731584396,-3.4257450593674026,-6.6160895925796614,4.425471,14.647666,0.7227726,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701779001107328",6083701779001107328,201.71129805877925,-47.470963211523284,,,,,15.880979,0.9957838,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779001109248",6083701779001109248,201.71500514227372,-47.47390175394769,,,,,14.51671,1.1566439,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779001112576",6083701779001112576,201.71894863248005,-47.47706820860261,,,,,16.730022,1.0485134,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779001127808",6083701779001127808,201.71593575502612,-47.47260440996884,,,,,14.609951,0.5259495,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779001144832",6083701779001144832,201.71477202092512,-47.46816564662934,,,,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779002427776",6083701779002427776,201.69883163797158,-47.48428328860999,,,,,16.045773,1.0391111,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779002428032",6083701779002428032,201.69896231411525,-47.48503137390697,,,,,15.988518,1.0496836,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779002439936",6083701779002439936,201.70613315237674,-47.48716322309718,,,,,16.30368,0.97932243,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779002450304",6083701779002450304,201.70309656714596,-47.481126489022664,,,,,16.303675,0.95011616,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779002459648",6083701779002459648,201.71130635285522,-47.485668614013285,,,,,14.4292345,1.083848,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779002472704",6083701779002472704,201.70749285651445,-47.47912022993044,,,,,16.110138,1.0681896,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779002477440",6083701779002477440,201.70622656917735,-47.47693869746563,,,,,16.452555,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779007005824",6083701779007005824,201.71094548143648,-47.4762031480247,,,,,16.785566,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779005090944",6083701779005090944,201.70273403993494,-47.48686069437879,-1.941253271772269,-3.2130552418930316,-7.462851504907267,2.6012046,15.072904,0.53976154,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701779005093120",6083701779005093120,201.70489069182378,-47.48831426731103,0.8783656505085116,-2.560751174243963,-5.895464303950499,2.3479834,15.961129,1.0314989,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701779005108480",6083701779005108480,201.70199214877903,-47.48269926764745,4.98639839043247,-1.3297218838355425,-5.301238743927335,2.642422,15.469125,1.0456791,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701779005118208",6083701779005118208,201.70465314216696,-47.48275735870728,-0.48975487666896717,-3.026107946771993,-7.262611380371235,2.6297848,15.622391,0.9661379,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701779005125632",6083701779005125632,201.70400905136293,-47.48033595767186,,,,,15.495901,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779005125760",6083701779005125760,201.70144746780358,-47.47831327503603,,,,,15.064738,1.1027079,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779005134976",6083701779005134976,201.71015080928663,-47.48201182331368,,,,,14.842472,0.5992956,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779005157120",6083701779005157120,201.71594509626897,-47.48098072710795,,,,,15.959276,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779005170560",6083701779005170560,201.71766551019516,-47.47853560904751,2.722301169315291,-5.172192368350603,-5.968257981137497,3.03931,15.092679,1.1398268,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701779005916288",6083701779005916288,201.70650652418104,-47.48480512425656,,,,,16.478407,0.9811716,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779005966848",6083701779005966848,201.71438800633263,-47.46885867815569,,,,,15.887041,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779006114432",6083701779006114432,201.7124978857917,-47.47791345080196,,,,,16.635035,1.0303497,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779006118528",6083701779006118528,201.70697099211765,-47.47739698183635,,,,,15.743889,0.96791077,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779006127360",6083701779006127360,201.70036725358173,-47.47925951563672,-0.3488109064371463,-3.5699454161697357,-8.177461032395444,4.2251887,16.091146,0.97365475,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701779006130176",6083701779006130176,201.70463376771238,-47.485248587119294,,,,,15.886774,1.0023861,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779006135168",6083701779006135168,201.69967057807563,-47.48647208710899,,,,,15.741585,0.9768095,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779006520320",6083701779006520320,201.71826389743453,-47.47803221948427,,,,,16.13414,0.9342785,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779006525312",6083701779006525312,201.71420255450184,-47.483548060206196,,,,,16.321684,0.8466568,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779007008128",6083701779007008128,201.71143926551062,-47.47322513876876,,,,,16.289906,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779006526464",6083701779006526464,201.7103076349989,-47.4729237378931,-1.875352526012215,-3.550382989694093,-6.816321649651217,3.3672805,15.470182,1.0538673,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701779006531968",6083701779006531968,201.7089161481868,-47.482916416746846,,,,,14.891637,0.5211792,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779006534272",6083701779006534272,201.70611261896295,-47.482408136916035,,,,,15.185399,1.0419207,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779006536064",6083701779006536064,201.70674594360318,-47.48892107823999,,,,,16.215345,0.9662962,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779006538496",6083701779006538496,201.70350121915922,-47.478878372851085,,,,,16.38542,1.0390835,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779006539648",6083701779006539648,201.70316085062103,-47.479671292972775,,,,,15.84254,1.0572748,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779006543104",6083701779006543104,201.70209818526814,-47.481166772121284,,,,,16.38206,1.061163,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779006712576",6083701779006712576,201.71754424146397,-47.47958902818138,,,,,16.681889,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779006716928",6083701779006716928,201.7140531070648,-47.477885693560175,,,,,15.34392,1.0518904,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779006729216",6083701779006729216,201.7037282007314,-47.48935213713077,,,,,17.124702,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779006731264",6083701779006731264,201.699886081404,-47.48026702770709,,,,,15.752139,0.97569656,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779007335040",6083701779007335040,201.70860966589692,-47.48466782314167,,,,,13.9210615,1.1301241,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779025507712",6083701779025507712,201.70249436536758,-47.487758429808586,,,,,16.374298,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779025511552",6083701779025511552,201.70440640095404,-47.48874247645347,,,,,16.737385,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779025513216",6083701779025513216,201.70064965411203,-47.48454947806464,,,,,14.258481,1.1294231,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779025514752",6083701779025514752,201.6981090098605,-47.48043113755915,,,,,15.637112,0.9413891,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779025519616",6083701779025519616,201.7059338278123,-47.48113157266927,,,,,15.905684,0.9550543,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779025521536",6083701779025521536,201.7041123886196,-47.477951060348836,,,,,14.210361,0.8567867,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779025525248",6083701779025525248,201.70455675725972,-47.47511813344174,0.1270255342968824,-3.0025881917818005,-7.1346463664812365,1.6749706,12.877776,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701779025526272",6083701779025526272,201.7087160572628,-47.47686571996816,,,,,14.749904,0.8483887,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779025528448",6083701779025528448,201.71449952706436,-47.48070451876031,,,,,14.587742,0.44908237,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779025528576",6083701779025528576,201.71338546830484,-47.47971175015063,,,,,15.010982,0.6259842,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779025528960",6083701779025528960,201.70890246699767,-47.475615244344546,,,,,15.912668,0.97436905,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701813360725760",6083701813360725760,201.69391528040117,-47.47747009158081,,,,,14.159135,0.9575205,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779025534336",6083701779025534336,201.71353941374727,-47.47336440905833,,,,,13.393885,1.2366285,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779025537152",6083701779025537152,201.71364574617257,-47.471169429811255,,,,,13.290241,1.1935806,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779025537280",6083701779025537280,201.71293022568375,-47.47112992163136,,,,,13.837584,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779025537536",6083701779025537536,201.7179661007584,-47.475311126490666,,,,,16.438297,0.91449356,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779025537664",6083701779025537664,201.71782808705194,-47.475972662642,,,,,15.982575,0.7582369,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779025537792",6083701779025537792,201.71830572623767,-47.47618006784253,,,,,16.084816,0.81661797,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779025539968",6083701779025539968,201.71395731510293,-47.4693070774076,,,,,12.577949,1.3300905,222.06772,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779025730304",6083701779025730304,201.70917721787202,-47.47758563767361,,,,,17.080975,0.865674,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779025733760",6083701779025733760,201.7094250727984,-47.473267059451246,,,,,14.152731,1.1555376,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779025741696",6083701779025741696,201.71506914098833,-47.46961501784771,,,,,15.435066,1.072197,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779026070016",6083701779026070016,201.71326880190162,-47.484931613761304,,,,,13.436686,1.254982,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779026074752",6083701779026074752,201.7197629462568,-47.479939480398365,,,,,15.215061,1.0573034,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779026171776",6083701779026171776,201.70669608566942,-47.48305363599087,,,,,16.247211,0.98128414,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779026246016",6083701779026246016,201.70448167261372,-47.4807203249037,-1.173024100956033,-4.318699805983121,-8.3182879518288,1.8175229,14.863504,0.5664749,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701779026275456",6083701779026275456,201.71534571585215,-47.475360793308084,,,,,16.115015,0.91181946,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779026315520",6083701779026315520,201.71112312723486,-47.479834606836974,,,,,16.92093,1.0073805,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779034323712",6083701779034323712,201.70610995825467,-47.48801156203651,,,,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779034326912",6083701779034326912,201.70138505787537,-47.4887271605735,,,,,16.71861,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779034356480",6083701779034356480,201.7076127798322,-47.48599197679104,,,,,12.9269705,1.2347403,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701813360725888",6083701813360725888,201.6943780815012,-47.478012140883514,,,,,16.239408,0.9733877,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779034365824",6083701779034365824,201.70725301395674,-47.4842897375053,1.176651915294262,-3.075378915938736,-4.628646626715559,13.18462,13.6772585,1.1951599,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701779034365952",6083701779034365952,201.70861026152497,-47.484097108362946,,,,,16.20507,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779034383744",6083701779034383744,201.70798389099096,-47.48007292568927,,,,,15.635257,1.0131826,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779034393984",6083701779034393984,201.7082630858568,-47.47903431300742,,,,,16.384073,0.949481,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779034397696",6083701779034397696,201.71510929199005,-47.477499156381235,,,,,14.711378,1.1333532,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779034398464",6083701779034398464,201.71499147132016,-47.47706211823599,,,,,14.521297,1.0789509,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779034420352",6083701779034420352,201.71338811839465,-47.47224038224453,,,,,14.836408,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779034437248",6083701779034437248,201.7131369528296,-47.470144154200895,,,,,15.719686,0.9951687,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779035411328",6083701779035411328,201.70512318945057,-47.48185864170859,,,,,16.212273,1.005826,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779035466752",6083701779035466752,201.70406607070737,-47.48489627406649,,,,,16.022419,1.0418768,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779035469568",6083701779035469568,201.71040834166573,-47.48510949454277,,,,,14.795433,0.5416784,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779035469696",6083701779035469696,201.70966511533408,-47.48464983859854,,,,,15.933471,0.6748686,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701779035469952",6083701779035469952,201.7100927605672,-47.48585024170899,,,,,15.180308,0.5973091,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701809062265472",6083701809062265472,201.67313969976504,-47.48006614815153,-1.465778755098625,-4.813316514463839,-7.729446427091349,5.6502714,13.521741,0.98559475,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701809062270080",6083701809062270080,201.67671591277798,-47.48513557168936,,,,,13.735126,1.1674204,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701809062270336",6083701809062270336,201.67705778964134,-47.48794616772467,,,,,12.916183,1.2931776,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701809062270592",6083701809062270592,201.67706232450564,-47.47785849252536,0.22434986870987553,-3.844568433784048,-5.6879241954651505,1.8731184,13.406362,1.1710138,,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,5962.705,2.9649,-2.1659,2573.456,1.1146,0.9182,0.5074
"Gaia DR3 6083701809062272000",6083701809062272000,201.67783373122595,-47.47676527850653,1.2483381230905584,-2.117472036540242,-5.342326183189494,3.4280329,15.23475,1.0222759,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701809062272768",6083701809062272768,201.6785617954475,-47.49063767975468,,,,,15.88479,1.4228783,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701809062274304",6083701809062274304,201.68000789768428,-47.47562045763809,,,,,12.817568,1.2969799,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701809062275584",6083701809062275584,201.68154545489557,-47.487495461370834,-0.25779945272843624,-4.660825121988882,-6.897226954103859,1.1774347,13.087711,1.1853561,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701809062275840",6083701809062275840,201.68169172685919,-47.47758158571955,0.2279934015404138,-3.8688902138753924,-6.957644128733456,1.1351831,12.451864,1.3631153,203.42487,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701809062276608",6083701809062276608,201.68227305826838,-47.47645776539962,,,,,14.397021,0.8085041,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701809062277632",6083701809062277632,201.68368720665202,-47.4824813662376,,,,,15.074644,0.91455364,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701809062279168",6083701809062279168,201.68475634528875,-47.47370300080975,,,,,13.389091,1.1455278,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701809062279680",6083701809062279680,201.685014561649,-47.48204842901774,,,,,14.720221,1.2045975,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701809062280192",6083701809062280192,201.68704925299906,-47.47824832877094,0.5350892447699782,-3.170056360949685,-3.355474825546276,8.214204,15.093652,1.0430593,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701809062280832",6083701809062280832,201.68639519247762,-47.475541207672016,0.38712230068972686,-3.456309091642307,-7.271300135390103,4.391085,11.774402,1.5020895,263.59515,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5385.5347,2.8395,-0.7293,1172.9111,1.4228,1.1163,0.6066
"Gaia DR3 6083701809062282496",6083701809062282496,201.6874611973104,-47.47155890465131,,,,,14.206641,1.180212,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701809062285056",6083701809062285056,201.68940789830145,-47.4743396431071,,,,,13.7913475,1.1770678,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701809062285568",6083701809062285568,201.68971696619593,-47.47312015223951,,,,,14.578792,0.9795294,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701809062285824",6083701809062285824,201.68854156085396,-47.46997105581223,-0.18631747824720835,-0.6226460192160883,-5.838215524428064,3.0806582,16.18681,0.952343,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701813360726144",6083701813360726144,201.69484505605607,-47.478721955937885,,,,,16.782825,1.146287,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701813360730880",6083701813360730880,201.68839141167882,-47.472597740320765,,,,,15.996079,1.0015202,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701847720536704",6083701847720536704,201.69915625501284,-47.469331333744464,,,,,16.059484,0.94272804,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701809062288000",6083701809062288000,201.69151185150153,-47.47387007175484,,,,,15.53095,1.3290577,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701809062288256",6083701809062288256,201.69210891161217,-47.48256589341627,0.1777618107932458,-1.8689418214293596,-7.386628180732734,1.0953783,11.172258,1.667901,217.59532,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4759.795,1.8762,-0.4289,2900.728,1.3113,0.9889,0.5276
"Gaia DR3 6083701813360592000",6083701813360592000,201.6758969739047,-47.488864320585776,,,,,15.0554905,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701813360592384",6083701813360592384,201.6755912671552,-47.489125317469885,,,,,15.7837515,0.87594986,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701813360597888",6083701813360597888,201.67579646239895,-47.48518547176929,,,,,15.7556305,0.9600353,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701813360598016",6083701813360598016,201.67488081272964,-47.48675823252519,,,,,14.49972,1.1755505,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701813360598272",6083701813360598272,201.6755279598222,-47.48590870594696,,,,,16.100737,1.0585403,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701813360599808",6083701813360599808,201.67816680583113,-47.488471397171054,,,,,16.73423,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701813360599936",6083701813360599936,201.6782486554993,-47.489096380613866,,,,,16.098272,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701813360603264",6083701813360603264,201.6741307609567,-47.48491683036013,,,,,15.728731,1.0319233,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701813360605696",6083701813360605696,201.67943813934627,-47.48934936631387,,,,,15.807877,1.020091,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701813360606336",6083701813360606336,201.67677019103934,-47.48672568994997,,,,,16.529999,1.0511713,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701813360610944",6083701813360610944,201.6770321602214,-47.48588202006322,,,,,14.854885,0.56730556,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701813360614528",6083701813360614528,201.67473416793732,-47.48349928867596,2.4867537730113667,-3.8378779688506888,-5.496202229669702,4.1465225,15.122383,0.53253555,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701813360615168",6083701813360615168,201.68066960909235,-47.488515826940834,,,,,16.296375,0.6689625,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701813360617216",6083701813360617216,201.68077200778728,-47.487615119340155,,,,,14.705277,1.7361298,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701813360617472",6083701813360617472,201.67258299984348,-47.481834101934396,,,,,17.069822,1.0036335,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701813360618240",6083701813360618240,201.68167882658972,-47.48898915514633,-0.0036340626746073773,-2.6434127048618072,-6.4868043839009015,1.583842,14.814384,1.0923243,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 6083701813360619136",6083701813360619136,201.67975628103275,-47.487216708901386,,,,,15.976302,1.009449,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 6083701813360626688",6083701813360626688,201.68200469628127,-47.4868524696737,,,,,13.761275,0.56723976,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
